======================================================================
TinyFold Training
======================================================================
Started: 2026-01-20 00:34:18
Script: C:\Users\costa\src\tinyfold\scripts\train.py
Command: python scripts/train.py --model af3_style --noise_type gaussian --n_steps 100000 --n_train 5000 --n_test 500 --eval_every 5000 --output_dir outputs/af3_15M_gaussian_5K --h_dim 128 --n_layers 6 --batch_size 32 --grad_accum 4 --lr 1e-3 --min_atoms 320 --max_atoms 1000

Configuration:
  output_dir:  outputs/af3_15M_gaussian_5K
  n_train:     5000
  n_test:      500
  batch_size:  32
  grad_accum:  4
  eff_batch:   128
  n_steps:     100000
  eval_every:  5000
  lr:          0.001
  model:       af3_style
  h_dim:       128
  n_layers:    6
  schedule:    linear
  noise_type:  gaussian
  noise_scale: 0.1
  T:           50

Device: cuda
  GPU: NVIDIA GeForce RTX 4070 Ti SUPER

Data split (seed=42):
  Eligible samples (320-1000 atoms): 5840
  Training: 5000 samples
  Test: 500 samples (held out, never seen during training)
  Train IDs: ['1r4p.pdb1_5', '2xf7.pdb1_5', '4hi2.pdb1_13']...
  Test IDs:  ['1dm0.pdb1_8', '2wg6.pdb2_2', '4qyb.pdb1_0']...

Preloading samples...
  Loaded 5000 train, 500 test samples
Model: af3_style
  Parameters: 14,898,179

Diffusion:
  Schedule: linear
  Noise type: gaussian

Training for 100000 steps...
======================================================================
Step 26200 | loss: 0.027708 | lr: 8.42e-04 | 16974s
Step 26300 | loss: 0.024231 | lr: 8.40e-04 | 17031s
Step 26400 | loss: 0.027537 | lr: 8.39e-04 | 17088s
Step 26500 | loss: 0.029433 | lr: 8.38e-04 | 17145s
Step 26600 | loss: 0.022514 | lr: 8.37e-04 | 17202s
Step 26700 | loss: 0.027191 | lr: 8.36e-04 | 17259s
Step 26800 | loss: 0.025983 | lr: 8.35e-04 | 17315s
Step 26900 | loss: 0.029103 | lr: 8.34e-04 | 17372s
Step 27000 | loss: 0.028830 | lr: 8.32e-04 | 17429s
Step 27100 | loss: 0.022637 | lr: 8.31e-04 | 17486s
Step 27200 | loss: 0.021526 | lr: 8.30e-04 | 17543s
Step 27300 | loss: 0.026829 | lr: 8.29e-04 | 17600s
Step 27400 | loss: 0.028227 | lr: 8.28e-04 | 17657s
Step 27500 | loss: 0.028280 | lr: 8.26e-04 | 17714s
Step 27600 | loss: 0.034010 | lr: 8.25e-04 | 17771s
Step 27700 | loss: 0.032039 | lr: 8.24e-04 | 17827s
Step 27800 | loss: 0.027430 | lr: 8.23e-04 | 17884s
Step 27900 | loss: 0.024812 | lr: 8.22e-04 | 17941s
Step 28000 | loss: 0.026391 | lr: 8.21e-04 | 17998s
Step 28100 | loss: 0.029611 | lr: 8.19e-04 | 18055s
Step 28200 | loss: 0.025173 | lr: 8.18e-04 | 29900s
Step 28300 | loss: 0.023219 | lr: 8.17e-04 | 29959s
Step 28400 | loss: 0.027380 | lr: 8.16e-04 | 30021s
Step 28500 | loss: 0.037583 | lr: 8.14e-04 | 30082s
Step 28600 | loss: 0.036640 | lr: 8.13e-04 | 30140s
Step 28700 | loss: 0.023814 | lr: 8.12e-04 | 30197s
Step 28800 | loss: 0.019993 | lr: 8.11e-04 | 30254s
Step 28900 | loss: 0.035459 | lr: 8.10e-04 | 30311s
Step 29000 | loss: 0.018091 | lr: 8.08e-04 | 30368s
Step 29100 | loss: 0.024918 | lr: 8.07e-04 | 30426s
Step 29200 | loss: 0.025319 | lr: 8.06e-04 | 30482s
Step 29300 | loss: 0.022992 | lr: 8.05e-04 | 30539s
Step 29400 | loss: 0.024014 | lr: 8.03e-04 | 30596s
Step 29500 | loss: 0.025448 | lr: 8.02e-04 | 30653s
Step 29600 | loss: 0.023198 | lr: 8.01e-04 | 30710s
Step 29700 | loss: 0.026528 | lr: 8.00e-04 | 30767s
Step 29800 | loss: 0.028268 | lr: 7.98e-04 | 30824s
Step 29900 | loss: 0.025759 | lr: 7.97e-04 | 30881s
Step 30000 | loss: 0.023991 | lr: 7.96e-04 | 30938s
         >>> Train RMSE (200): 7.9964 A | Test RMSE (500): 11.0416 A
         >>> Saved plot: outputs/af3_15M_gaussian_5K\plots\step_030000.png
Step 30100 | loss: 0.024180 | lr: 7.95e-04 | 31401s
Step 30200 | loss: 0.028956 | lr: 7.93e-04 | 31458s
Step 30300 | loss: 0.023629 | lr: 7.92e-04 | 31515s
Step 30400 | loss: 0.026290 | lr: 7.91e-04 | 31572s
Step 30500 | loss: 0.020937 | lr: 7.90e-04 | 31628s
Step 30600 | loss: 0.023199 | lr: 7.88e-04 | 31685s
Step 30700 | loss: 0.021794 | lr: 7.87e-04 | 31742s
Step 30800 | loss: 0.019531 | lr: 7.86e-04 | 31799s
Step 30900 | loss: 0.026466 | lr: 7.85e-04 | 31856s
Step 31000 | loss: 0.029837 | lr: 7.83e-04 | 31913s
Step 31100 | loss: 0.034011 | lr: 7.82e-04 | 31970s
Step 31200 | loss: 0.019413 | lr: 7.81e-04 | 32027s
Step 31300 | loss: 0.020654 | lr: 7.79e-04 | 32084s
Step 31400 | loss: 0.023849 | lr: 7.78e-04 | 32141s
Step 31500 | loss: 0.020690 | lr: 7.77e-04 | 32198s
Step 31600 | loss: 0.022848 | lr: 7.75e-04 | 32255s
Step 31700 | loss: 0.026632 | lr: 7.74e-04 | 32312s
Step 31800 | loss: 0.028329 | lr: 7.73e-04 | 32369s
Step 31900 | loss: 0.025407 | lr: 7.72e-04 | 32426s
Step 32000 | loss: 0.036884 | lr: 7.70e-04 | 32483s
Step 32100 | loss: 0.019594 | lr: 7.69e-04 | 32540s
Step 32200 | loss: 0.017080 | lr: 7.68e-04 | 32597s
Step 32300 | loss: 0.020159 | lr: 7.66e-04 | 32653s
Step 32400 | loss: 0.020652 | lr: 7.65e-04 | 32710s
Step 32500 | loss: 0.019616 | lr: 7.64e-04 | 32767s
Step 32600 | loss: 0.018128 | lr: 7.62e-04 | 32824s
Step 32700 | loss: 0.018465 | lr: 7.61e-04 | 32881s
Step 32800 | loss: 0.022705 | lr: 7.60e-04 | 32938s
Step 32900 | loss: 0.018309 | lr: 7.58e-04 | 32994s
Step 33000 | loss: 0.016556 | lr: 7.57e-04 | 33051s
Step 33100 | loss: 0.027409 | lr: 7.56e-04 | 33108s
Step 33200 | loss: 0.018242 | lr: 7.54e-04 | 33165s
Step 33300 | loss: 0.023581 | lr: 7.53e-04 | 33222s
Step 33400 | loss: 0.017411 | lr: 7.52e-04 | 33278s
Step 33500 | loss: 0.019104 | lr: 7.50e-04 | 33335s
Step 33600 | loss: 0.021071 | lr: 7.49e-04 | 33392s
Step 33700 | loss: 0.022736 | lr: 7.48e-04 | 33449s
Step 33800 | loss: 0.016634 | lr: 7.46e-04 | 33506s
Step 33900 | loss: 0.022038 | lr: 7.45e-04 | 33563s
Step 34000 | loss: 0.020623 | lr: 7.43e-04 | 33619s
Step 34100 | loss: 0.033512 | lr: 7.42e-04 | 33676s
Step 34200 | loss: 0.019390 | lr: 7.41e-04 | 33733s
Step 34300 | loss: 0.019487 | lr: 7.39e-04 | 33790s
Step 34400 | loss: 0.020079 | lr: 7.38e-04 | 33847s
Step 34500 | loss: 0.020448 | lr: 7.37e-04 | 33903s
Step 34600 | loss: 0.016296 | lr: 7.35e-04 | 33960s
Step 34700 | loss: 0.015299 | lr: 7.34e-04 | 34017s
Step 34800 | loss: 0.018401 | lr: 7.32e-04 | 34074s
Step 34900 | loss: 0.016224 | lr: 7.31e-04 | 34131s
Step 35000 | loss: 0.018757 | lr: 7.30e-04 | 34188s
         >>> Train RMSE (200): 7.5601 A | Test RMSE (500): 10.7083 A
         >>> Saved plot: outputs/af3_15M_gaussian_5K\plots\step_035000.png
Step 35100 | loss: 0.019876 | lr: 7.28e-04 | 34649s
Step 35200 | loss: 0.020578 | lr: 7.27e-04 | 34706s
Step 35300 | loss: 0.020517 | lr: 7.26e-04 | 34763s
Step 35400 | loss: 0.019756 | lr: 7.24e-04 | 34820s
Step 35500 | loss: 0.018719 | lr: 7.23e-04 | 34877s
Step 35600 | loss: 0.020723 | lr: 7.21e-04 | 34934s
Step 35700 | loss: 0.014929 | lr: 7.20e-04 | 34991s
Step 35800 | loss: 0.034374 | lr: 7.19e-04 | 35047s
Step 35900 | loss: 0.020532 | lr: 7.17e-04 | 35104s
Step 36000 | loss: 0.021627 | lr: 7.16e-04 | 35161s
Step 36100 | loss: 0.021574 | lr: 7.14e-04 | 35218s
Step 36200 | loss: 0.017763 | lr: 7.13e-04 | 35275s
Step 36300 | loss: 0.021172 | lr: 7.12e-04 | 35332s
Step 36400 | loss: 0.014965 | lr: 7.10e-04 | 35389s
Step 36500 | loss: 0.016000 | lr: 7.09e-04 | 35446s
Step 36600 | loss: 0.013673 | lr: 7.07e-04 | 35503s
Step 36700 | loss: 0.019762 | lr: 7.06e-04 | 35560s
Step 36800 | loss: 0.013171 | lr: 7.04e-04 | 35617s
Step 36900 | loss: 0.017332 | lr: 7.03e-04 | 35673s
Step 37000 | loss: 0.017499 | lr: 7.02e-04 | 35731s
Step 37100 | loss: 0.019125 | lr: 7.00e-04 | 35787s
Step 37200 | loss: 0.018267 | lr: 6.99e-04 | 35844s
Step 37300 | loss: 0.016212 | lr: 6.97e-04 | 35901s
Step 37400 | loss: 0.012023 | lr: 6.96e-04 | 35958s
Step 37500 | loss: 0.015146 | lr: 6.94e-04 | 36015s
Step 37600 | loss: 0.013575 | lr: 6.93e-04 | 36072s
Step 37700 | loss: 0.016354 | lr: 6.92e-04 | 36129s
Step 37800 | loss: 0.017122 | lr: 6.90e-04 | 36185s
Step 37900 | loss: 0.014562 | lr: 6.89e-04 | 36242s
Step 38000 | loss: 0.021260 | lr: 6.87e-04 | 36299s
Step 38100 | loss: 0.022915 | lr: 6.86e-04 | 36356s
Step 38200 | loss: 0.015564 | lr: 6.84e-04 | 36413s
Step 38300 | loss: 0.016448 | lr: 6.83e-04 | 36470s
Step 38400 | loss: 0.014436 | lr: 6.81e-04 | 36527s
Step 38500 | loss: 0.013877 | lr: 6.80e-04 | 36584s
Step 38600 | loss: 0.013640 | lr: 6.79e-04 | 36640s
Step 38700 | loss: 0.019585 | lr: 6.77e-04 | 36697s
Step 38800 | loss: 0.012338 | lr: 6.76e-04 | 36754s
Step 38900 | loss: 0.021735 | lr: 6.74e-04 | 36811s
Step 39000 | loss: 0.015992 | lr: 6.73e-04 | 36868s
Step 39100 | loss: 0.013500 | lr: 6.71e-04 | 36925s
Step 39200 | loss: 0.015039 | lr: 6.70e-04 | 36982s
Step 39300 | loss: 0.017998 | lr: 6.68e-04 | 37039s
Step 39400 | loss: 0.014733 | lr: 6.67e-04 | 37096s
Step 39500 | loss: 0.013031 | lr: 6.65e-04 | 37152s
Step 39600 | loss: 0.011923 | lr: 6.64e-04 | 37209s
Step 39700 | loss: 0.024994 | lr: 6.62e-04 | 37266s
Step 39800 | loss: 0.014394 | lr: 6.61e-04 | 37323s
Step 39900 | loss: 0.011725 | lr: 6.59e-04 | 37380s
Step 40000 | loss: 0.015130 | lr: 6.58e-04 | 37437s
         >>> Train RMSE (200): 7.4364 A | Test RMSE (500): 10.1905 A
         >>> Saved plot: outputs/af3_15M_gaussian_5K\plots\step_040000.png
         >>> New best test RMSE! Saved.
Step 40100 | loss: 0.014814 | lr: 6.56e-04 | 37900s
Step 40200 | loss: 0.014407 | lr: 6.55e-04 | 37956s
Step 40300 | loss: 0.016281 | lr: 6.54e-04 | 38013s
Step 40400 | loss: 0.014384 | lr: 6.52e-04 | 38070s
Step 40500 | loss: 0.014389 | lr: 6.51e-04 | 38127s
Step 40600 | loss: 0.014626 | lr: 6.49e-04 | 38184s
Step 40700 | loss: 0.014514 | lr: 6.48e-04 | 38241s
Step 40800 | loss: 0.013185 | lr: 6.46e-04 | 38298s
Step 40900 | loss: 0.012443 | lr: 6.45e-04 | 38355s
Step 41000 | loss: 0.015460 | lr: 6.43e-04 | 38411s
Step 41100 | loss: 0.015810 | lr: 6.42e-04 | 38468s
Step 41200 | loss: 0.019833 | lr: 6.40e-04 | 38525s
Step 41300 | loss: 0.017011 | lr: 6.39e-04 | 38582s
Step 41400 | loss: 0.015101 | lr: 6.37e-04 | 38639s
Step 41500 | loss: 0.013175 | lr: 6.36e-04 | 38696s
Step 41600 | loss: 0.012776 | lr: 6.34e-04 | 38753s
Step 41700 | loss: 0.020572 | lr: 6.33e-04 | 38810s
Step 41800 | loss: 0.013747 | lr: 6.31e-04 | 38867s
Step 41900 | loss: 0.010669 | lr: 6.30e-04 | 38924s
Step 42000 | loss: 0.014380 | lr: 6.28e-04 | 38981s
Step 42100 | loss: 0.010548 | lr: 6.27e-04 | 39037s
Step 42200 | loss: 0.010973 | lr: 6.25e-04 | 39094s
Step 42300 | loss: 0.009402 | lr: 6.24e-04 | 39151s
Step 42400 | loss: 0.011982 | lr: 6.22e-04 | 39208s
Step 42500 | loss: 0.012857 | lr: 6.21e-04 | 39265s
Step 42600 | loss: 0.011355 | lr: 6.19e-04 | 39322s
Step 42700 | loss: 0.017369 | lr: 6.18e-04 | 39379s
Step 42800 | loss: 0.027087 | lr: 6.16e-04 | 39436s
Step 42900 | loss: 0.014534 | lr: 6.14e-04 | 39493s
Step 43000 | loss: 0.016574 | lr: 6.13e-04 | 39550s
Step 43100 | loss: 0.011431 | lr: 6.11e-04 | 39607s
Step 43200 | loss: 0.013096 | lr: 6.10e-04 | 39664s
Step 43300 | loss: 0.014461 | lr: 6.08e-04 | 39720s
Step 43400 | loss: 0.009964 | lr: 6.07e-04 | 39777s
Step 43500 | loss: 0.013691 | lr: 6.05e-04 | 39834s
Step 43600 | loss: 0.011191 | lr: 6.04e-04 | 39891s
Step 43700 | loss: 0.011849 | lr: 6.02e-04 | 39948s
Step 43800 | loss: 0.012707 | lr: 6.01e-04 | 40005s
Step 43900 | loss: 0.015699 | lr: 5.99e-04 | 40062s
Step 44000 | loss: 0.009417 | lr: 5.98e-04 | 40118s
Step 44100 | loss: 0.010312 | lr: 5.96e-04 | 40175s
Step 44200 | loss: 0.008688 | lr: 5.95e-04 | 40232s
Step 44300 | loss: 0.013707 | lr: 5.93e-04 | 40289s
Step 44400 | loss: 0.014088 | lr: 5.92e-04 | 40346s
Step 44500 | loss: 0.013563 | lr: 5.90e-04 | 40403s
Step 44600 | loss: 0.011594 | lr: 5.89e-04 | 40460s
Step 44700 | loss: 0.009778 | lr: 5.87e-04 | 40517s
Step 44800 | loss: 0.013585 | lr: 5.86e-04 | 40574s
Step 44900 | loss: 0.010702 | lr: 5.84e-04 | 40630s
Step 45000 | loss: 0.008992 | lr: 5.82e-04 | 40687s
         >>> Train RMSE (200): 7.2494 A | Test RMSE (500): 10.1408 A
         >>> Saved plot: outputs/af3_15M_gaussian_5K\plots\step_045000.png
         >>> New best test RMSE! Saved.
Step 45100 | loss: 0.010483 | lr: 5.81e-04 | 41160s
Step 45200 | loss: 0.011381 | lr: 5.79e-04 | 41217s
Step 45300 | loss: 0.012278 | lr: 5.78e-04 | 41274s
Step 45400 | loss: 0.011036 | lr: 5.76e-04 | 41331s
Step 45500 | loss: 0.010218 | lr: 5.75e-04 | 41388s
Step 45600 | loss: 0.011850 | lr: 5.73e-04 | 41445s
Step 45700 | loss: 0.011237 | lr: 5.72e-04 | 41502s
Step 45800 | loss: 0.010448 | lr: 5.70e-04 | 41559s
Step 45900 | loss: 0.008882 | lr: 5.69e-04 | 41616s
Step 46000 | loss: 0.009385 | lr: 5.67e-04 | 41672s
Step 46100 | loss: 0.010523 | lr: 5.65e-04 | 41729s
Step 46200 | loss: 0.011282 | lr: 5.64e-04 | 41786s
Step 46300 | loss: 0.008402 | lr: 5.62e-04 | 41843s
Step 46400 | loss: 0.011314 | lr: 5.61e-04 | 41900s
Step 46500 | loss: 0.011114 | lr: 5.59e-04 | 41957s
Step 46600 | loss: 0.012931 | lr: 5.58e-04 | 42014s
Step 46700 | loss: 0.009854 | lr: 5.56e-04 | 42071s
Step 46800 | loss: 0.009836 | lr: 5.55e-04 | 42128s
Step 46900 | loss: 0.010200 | lr: 5.53e-04 | 42185s
Step 47000 | loss: 0.010079 | lr: 5.52e-04 | 42242s
Step 47100 | loss: 0.011583 | lr: 5.50e-04 | 42298s
Step 47200 | loss: 0.008993 | lr: 5.48e-04 | 42355s
Step 47300 | loss: 0.009958 | lr: 5.47e-04 | 42412s
Step 47400 | loss: 0.008209 | lr: 5.45e-04 | 42469s
Step 47500 | loss: 0.008313 | lr: 5.44e-04 | 42526s
Step 47600 | loss: 0.008849 | lr: 5.42e-04 | 42583s
Step 47700 | loss: 0.019226 | lr: 5.41e-04 | 42640s
Step 47800 | loss: 0.009228 | lr: 5.39e-04 | 42697s
Step 47900 | loss: 0.008802 | lr: 5.38e-04 | 42753s
Step 48000 | loss: 0.007875 | lr: 5.36e-04 | 42810s
Step 48100 | loss: 0.008281 | lr: 5.35e-04 | 42867s
Step 48200 | loss: 0.007673 | lr: 5.33e-04 | 42924s
Step 48300 | loss: 0.011632 | lr: 5.31e-04 | 42981s
Step 48400 | loss: 0.012134 | lr: 5.30e-04 | 43038s
Step 48500 | loss: 0.009717 | lr: 5.28e-04 | 43094s
Step 48600 | loss: 0.009046 | lr: 5.27e-04 | 43151s
Step 48700 | loss: 0.014823 | lr: 5.25e-04 | 43208s
Step 48800 | loss: 0.010748 | lr: 5.24e-04 | 43265s
Step 48900 | loss: 0.019208 | lr: 5.22e-04 | 43322s
Step 49000 | loss: 0.009285 | lr: 5.21e-04 | 43379s
Step 49100 | loss: 0.008772 | lr: 5.19e-04 | 43436s
Step 49200 | loss: 0.007703 | lr: 5.17e-04 | 43493s
Step 49300 | loss: 0.007610 | lr: 5.16e-04 | 43550s
Step 49400 | loss: 0.008846 | lr: 5.14e-04 | 43606s
Step 49500 | loss: 0.007547 | lr: 5.13e-04 | 43663s
Step 49600 | loss: 0.007950 | lr: 5.11e-04 | 43720s
Step 49700 | loss: 0.006914 | lr: 5.10e-04 | 43777s
Step 49800 | loss: 0.005926 | lr: 5.08e-04 | 43834s
Step 49900 | loss: 0.006092 | lr: 5.07e-04 | 43891s
Step 50000 | loss: 0.012855 | lr: 5.05e-04 | 43947s
         >>> Train RMSE (200): 6.3998 A | Test RMSE (500): 9.6992 A
         >>> Saved plot: outputs/af3_15M_gaussian_5K\plots\step_050000.png
         >>> New best test RMSE! Saved.
Step 50100 | loss: 0.005571 | lr: 5.03e-04 | 44949s
Step 50200 | loss: 0.006970 | lr: 5.02e-04 | 45012s
